author,authorbio,issueurl,pdfname,section,title,titlegroup
Lasana M. Sekou,", author, publisher. Among Sekou’s 13 books of poetry, monologues, and short stories are 37 Poems, The Salt Reaper – Poems from the flats and Brotherhood of the Spurs. The writings of the St. Martin author have been required reading at Caribbean and North American universities. Sekou’s poetry and reviews of his work have appeared in Callaloo, The Massachusetts Review, Del Caribe, De Gids, Das Gedicht, Prometeo, World Literature Today, Postcolonial Text, Caribbean Review of Books, and Boundary 2. His poems have been translated into Spanish, Dutch, German, and Chinese. Awards and honors include an IWW Visiting Fellow (Hong Kong Baptist University), a James Michener Fellow (University of Miami), a knighthood (The Netherlands), Recognition for literary excellence in the service of Caribbean unity (Dominican Republic), Culture Time Literary Artist of the Decade, Carlos Cooks Community Service Award, Distinguished Visitor (La Romana, Dominican Republic), and CTO/Conde Nast Award of Excellence. Sekou is an advocate for the independence and unification of St. Martin, which is a colony of France and the Netherlands.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Robert “Bob” Stewart ,"is the author of Religion and Society in Post-Emancipation Jamaica.  He is a poet and literary critic as well as a historian.  Cane Cut, a collection of his poems, was published in Jamaica in 1988.  He has taught Caribbean history and literature and has published a number of articles on writers in the Caribbean diaspora in the past thirty years.  He is a contributor to several reference publications, including Twentieth Century Caribbean and Black African Writers in the Dictionary of Literary Biography series.  Stewart currently teaches the course “New York City and Caribbean Writers” at Trinity School in Manhattan.",http://www.nyu.edu/calabash/contributors.shtml,,,,
,,http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
,,http://www.nyu.edu/calabash/vol1no2/contributors_vol1no2.shtml,,,,
JANET ARELIS QUEZADA," is an Afro-Dominican poet and performer who dreams intensely of words and music, women and good Caribbean food. She is exploring identity, politics, family, love y todo eso in her poetry and acting. She has been published in the University of New Mexico Journal Issue number 9 and most recently in a chapbook for the San Francisco Women Against Rape event on June 2nd. She reads locally to benefit the struggle to liberate Vieques from U.S. Naval Occupation and is inspired by Audre Lorde to live life with meaning.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
LOURDES VAZQUEZ," is a Puerto Rican short story writer, poet and essayist living in New York. Her books Las Hembras, La rosa mecdnica, and Historias de Pulgarcito are well known. Her work had been published in various anthologies, journals and newspapers. Among the latest Revista Casa Las Americas (Cuba) Periplo (Mexico), Cuadernos delMatematico (Spain), Conversacion entre escritoras del Caribe hispano. (NY: Center for Puerto Rican Studies, 2000); Libertad condicional. (Mexico: Luciernaga, 2000); Caribbean Creolization: Reflections on the Cultural Dynamics of Language, Literature and Identity (Florida University and West Indies University, 1998) and Winds of Change: Women Writers from the Caribbean (Peter Lang, 1998).",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
JENNIFER WALCOTT, grew up in Jamaica where she taught English and worked in community development. She now lives in Toronto where she teaches English and takes sustenance from the women in her writing group.,http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
CHRISTOPHER WINKS," is a writer and translator. His translation of the Cuban playwright Alberto Pedro's controversial play Manteca appeared in TDR T-149 (Spring 1996). He is presently working on a study entitled Golden Lands, Magic Cities: (Trans)Figurations of Utopia in Caribbean Literature.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
ENITH MARTIN WILLIAMS," was born in James Hill, Clarendon, Jamaica. At age 11 she migrated with her family to New York City. A Graduate of Williams College she attended Fordham University Graduate School of Education. In 1995 Enith returned with her two children to live in Jamaica. She has had a number of short stories published in the ""Jamaican Observer Arts Magazine"" and her short story ""Patrick"" was published in ""Bearing Witness, the Best of the Observer Arts Magazine"" an Anthology published by the Jamaica Observer Newspaper. Enith began writing in the year 2000.",http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
C. M. HARCLYDE WALCOTT," has, among other occupations, 
        worked as a Theatre Director, Film-maker and Photo-journalist. His creative 
        writing has appeared in The New Voices, Arts Review, Poui and Bim. ",http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
,,http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
,,http://www.nyu.edu/calabash/vol2no2/contributors_vol2no2.shtml,,,,
Yolaine M. St. Fort ,"Fort is a writer of Haitian descent.  Her short stories and novel excerpts have appeared in Downtown Brooklyn, Prose Ax and in Szirine.  She recently completed her second novel and is currently working on a collection of poems and short stories.  She teaches creative writing at Edward R. Murrow High School and is the advisor of the school’s literary magazine, The Magnet.  She works as an adjunct instructor at LIU where she obtained her MA in creative writing in 2000.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Gus Edwards,", is a playwright/educator. He is from St.Thomas, Virgin Islands but studied theatre and filmmaking in the US. His first plays were presented by the Negro Ensemble Company (NEC) and later in several venues across the US and abroad. He adapted James Baldwin’s novel Go Tell IT on the Mountain for TV and has published several books and anthologies about African American Theatre. Some of his play titles include: The Offering, Lifetimes on the Streets, Louie and Ophelia and Caribbean Babylon. Mr. Edwards is a tenured professor at Arizona State University.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Vanessa Simmns,", Born and raised in St.Vincent and the Grenadines, Vanessa Simmons moved to Canada to pursue a University education.  She received an Honours degree in Comparative Literature and Culture, and works as a library assistant when not writing.",http://www.nyu.edu/calabash/contributors.shtml,,,,
Roberto Strongman,", is Assistant Professor in the Department of Black Studies at the University of California, Santa Barbara. Dr. Strongman's interdisciplinary approach encompasses the fields of Religion, History, and Sexuality in order to further his main area of research and teaching: Comparative Caribbean Cultural Studies. Dr. Strongman's trans-national and multi-lingual approach to the Caribbean cultural zone are grounded in La Créolité, a movement developed at L'Université des Antilles et de La Guyane in Martinique, where he studied as a dissertation fellow. His articles have appeared in Journal of Haitian Studies, Journal of Caribbean Studies, Journal of Caribbean Literatures, Callaloo, Kunapipi, Wadabagei, and the Journal of Latin American Cultural Studies.",http://www.nyu.edu/calabash/contributors.shtml,,,,
,,http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
,,http://www.nyu.edu/calabash/vol2no1/contributors_vol2no1.shtml,,,,
